,Unnamed: 0,station_nm,dec_lat_va,dec_long_va,state
827,5471822,19S.02W.16.3213 H-29,32.6543472,-107.0550972,NM
828,5477645,19S.02W.17.1414,32.6582,-107.0710056,NM
829,5480283,017S002W28R004S,32.6590361,-117.0855778,CA
830,5512695,XU-32-22-903,32.66680029,-97.2591809,TX
831,5515001,C-09-21 10ABC1 [FORTUNA WASH WELL],32.6675595,-114.3998647,AZ
832,5522349,19S.03W.08.423 HD-1,32.66863889,-107.1653333,NM
833,5524126,19S.03W.07.131A,32.67305833,-107.1962056,NM
834,5525629,017S002W20F001S,32.68208056,-117.1123806,CA
835,5558649,017S002W16Q009S,32.68779444,-117.0855972,CA
836,5593138,19S.04W.01.214 H-13,32.69014167,-107.2029389,NM
837,5599888,L-26,32.69486847,-92.651539,LA
838,5603441,HAM-  83,32.69795546,-80.8509405,SC
839,5615166,24V001,32.70266185,-82.7170813,GA
840,5631284,017S018E03H001S,32.70448794,-115.1042627,
841,5632008,017S020E04D001S,32.7072958,-114.9311211,
842,5638104,016S020E31Q001S,32.71077075,-114.943969,
843,5642405,016S018E32R001S,32.7116905,-115.1269249,
844,5643045,016S020E58J001S,32.71347869,-114.8348635,CA
845,5647229,016S021E31P003S,32.717659,-114.8017674,CA
846,5651273,017S002W05Q001S,32.71893333,-117.1099472,CA
847,5672790,017S003W01K001S,32.7218361,-117.142111,CA
848,5696856,016S021E33E001S,32.72350874,-114.7703241,CA
849,5701713,163Q0013  YAZOO,32.73180185,-90.5487062,MS
850,5703183,016S020E27B001S,32.73606147,-114.8946222,CA
851,5710449,016S002W34G001S,32.7377611,-117.0722389,CA
852,5738094,163P0018 YAZOO,32.73888889,-90.5872194,MS
853,5743895,016S021E30E001S,32.7392611,-114.806701,CA
854,5751121,016S020E50N001S,32.73973077,-114.88433,CA
855,5752462,016S020E49R001S,32.74070297,-114.8867524,CA
856,5753644,016S020E51F001S,32.74732214,-114.8640457,CA
857,5757876,016S020E50A001S,32.74964153,-114.8722155,CA
858,5761607,016S020E50A002S,32.74964153,-114.8722405,CA
859,5762571,WC-230,32.7523743,-91.423183,LA
860,5765439,016S019E15Q001S,32.75446677,-114.9954552,
861,5765627,016S020E23G001S,32.7569218,-114.8359526,CA
862,5769764,XU-32-13-824,32.76485158,-97.431964,TX
863,5772135,XU-32-13-825,32.76485158,-97.4325196,TX
864,5774506,XU-32-13-823,32.7654071,-97.4322419,TX
865,5776877,163J0013 YAZOO,32.7711111,-90.6305556,MS
866,5782678,Mo-5,32.7740234,-91.9109618,LA
867,5783747,016S020E14C001S,32.7769491,-114.8372556,CA
868,5784366,016S002W18J003S,32.77809167,-117.1208556,CA
869,5818956,Cl- 58 Homer,32.7857222,-93.0483611,LA
870,5819744,016S020E07E001S,32.78637414,-114.9141261,CA
871,5821626,CHN-  14,32.7915653,-79.9284212,SC
872,5834267,CHN-  44,32.79489854,-80.07037058,SC
873,5836442,XU-32-15-504,32.81179576,-97.1750123,TX
874,5838970,163J0012  YAZOO,32.81402019,-90.6912078,MS
875,5843339,D-07-01 10CBC2 [Vekol],32.83143844,-112.2545888,AZ
876,5846221,17S.05W.13.24,32.83167778,-107.3033722,NM
877,5847709,17S.05W.13.24 H3-2,32.83169444,-107.3033889,NM
878,5849464,17S.05W.13.22 H-4,32.834425,-107.3033333,NM
879,5856744,163G0126  YAZOO,32.8459722,-90.4216944,MS
880,5856867,D-07-26 01CCD1 [218],32.8455111,-109.6439806,AZ
881,5859624,163G0006  YAZOO,32.8501327,-90.4187027,MS
882,5860314,19W014,32.85458627,-83.35322039,GA
883,5860513,D-07-27 05AAA1 [219],32.8595472,-109.598375,AZ
884,5863270,D-06-26 31ACA1 [FM1],32.87105,-109.7208028,AZ
885,5865931,D-06-26 25CDD1 [LA-33M],32.87523889,-109.6408222,AZ
886,5868688,28X001,32.87577778,-82.2208333,GA
887,5884919,33X051,32.89043826,-81.5951093,GA
888,5889434,D-06-25 24ADC1 [PD-2],32.89769167,-109.736925,AZ
889,5889896,D-06-26 18CAD1 [PD-3],32.9076611,-109.7258833,AZ
890,5891206,D-06-25 14ACC1 [FM2],32.91135278,-109.7574,AZ
891,5893545,D-06-26 16BCC [LBF-4],32.9136472,-109.6986944,AZ
892,5899272,Wb-399,32.92180619,-93.3721151,LA
893,5902445,D-06-26 09CDA [LBF-3],32.9224722,-109.6917972,AZ
894,5908367,D-06-25 11DBA [DPW-12],32.92461389,-109.7556972,AZ
895,5908893,D-06-26 07ACC1 [LBF-2],32.9271611,-109.7234194,AZ
896,5913012,D-06-26 07ACC2 [LBF-2D],32.92722778,-109.723425,AZ
897,5916398,BA-28-03-601,32.93068048,-101.6379267,TX
898,5917416,D-06-25 01DCC [DPW-11],32.93363889,-109.7404861,AZ
899,5918081,D-06-26 05CCB1 [LBF-1],32.93608889,-109.7163778,AZ
900,5924084,D-06-26 05CCB2 [LBF-1D],32.9361361,-109.7163167,AZ
901,5928311,D-06-27 03BAA1 [LA-08P],32.94526389,-109.5730194,AZ
902,5930703,32X040,32.94669444,-81.6843056,GA
903,5932549,125C2027  SHARKEY (Anguilla),32.97138889,-90.7783333,MS
904,5937442,23X027,32.98015426,-82.8020821,GA
905,5951929,Mo-UR002,32.98490278,-91.6534167,LA
906,5952971,EC-UR002,32.99238333,-91.2613806,LA
907,5954013,WC-UR001,33.0002361,-91.4353583,LA
908,5955034,Cl-149,33.00069578,-92.74988069,LA
909,5962830,AL- 347,33.02515577,-81.3839963,SC
910,5963457,AL- 348,33.02515577,-81.3842741,SC
911,5964185,BRK-  91,33.0385039,-80.1350903,SC
912,5969299,151S0004 WASHINGTON,33.04221944,-90.9883306,MS
913,5984122,CHN- 101,33.04604167,-79.5667111,SC
914,6000463,COL-  97,33.04766604,-80.5975999,SC
915,6009275,013S002W12M001S,33.0556722,-117.0463972,CA
916,6022136,32Y019,33.0649722,-81.72113889,GA
917,6023740,32Y029,33.06487578,-81.720668,GA
918,6024579,"GIRARD, TW-3",33.06515354,-81.7201124,GA
919,6025194,012S001W34L002S,33.08734444,-116.9747556,CA
920,6040029,32Y030,33.096819,-81.6528889,GA
921,6050666,32Y031,33.09709679,-81.6528889,GA
922,6071941,012S001W30J003S,33.09875,-117.0171389,CA
923,6084111,18S08W28DDD2 near Crosse,33.10688889,-91.9245722,AR
924,6102258,31Z033,33.13403964,-81.7812248,GA
925,6104076,18S17W22BDD1 McKinnon,33.14886389,-92.8490222,AR
926,6124592,12Z001,33.14956478,-84.2079754,GA
927,6142372,151Q0004  WASHINGTON,33.1604006,-90.7542633,MS
928,6142982,BRK- 431,33.1729471,-80.03786119,SC
929,6155804,BW- 349,33.17876466,-81.3145509,SC
930,6160713,BW- 351,33.17904245,-81.3139953,SC
931,6165622,BW- 350,33.17904244,-81.3142731,SC
932,6170116,BW- 353,33.17876467,-81.3142731,SC
933,6191180,THOMPSON OAK TR-92-6B,33.1790379,-81.7856693,GA
934,6192878,18S15W03DAB1 Welcome Cen,33.18438333,-92.6339222,AR
935,6197690,151M0044 WASHINGTON,33.18933056,-90.6886556,MS
936,6197710,17S15W31DDA1,33.1954861,-92.6846861,AR
937,6204400,17S15W31DCB1,33.19695833,-92.6908361,AR
938,6206720,17S17W25DBA2 Airport,33.21569454,-92.8104471,AR
939,6214447,17S15W28DBA1 Eld 8,33.2128,-92.6527167,AR
940,6223411,MILLERS POND TEST WELL 1,33.2301464,-81.8787264,GA
941,6227143,30Z022,33.23066667,-81.8799722,GA
942,6228748,30Z023,33.23063889,-81.8794444,GA
943,6230247,30Z025,33.23063889,-81.8798056,GA
944,6231746,30Z026,33.2306111,-81.8798056,GA
945,6234446,17S14W22BAB1 Union School,33.23176944,-92.5400472,AR
946,6242193,103E0026  NOXUBEE,33.2406783,-88.3228134,MS
947,6243921,17S15W18DBB1 Monsanto,33.24415556,-92.6914472,AR
948,6269622,11AA01,33.2651142,-84.282146,GA
949,6299238,019J0035  CHOCTAW,33.2620695,-89.2884022,MS
950,6299638,17S21W11DCC2 Magnolia,33.26904167,-93.2468361,AR
951,6307407,151G0257  WASHINGTON,33.27067466,-90.9859374,MS
952,6308042,30AA04,33.25713889,-81.9625,GA
953,6324638,019H0001  CHOCTAW,33.3137354,-89.1808992,MS
954,6329219,BW- 368,33.3215378,-81.4067733,SC
955,6330222,BW- 366,33.32126,-81.40705109,SC
956,6333869,BW- 360,33.32181558,-81.4067733,SC
957,6334872,C-01-04 21CDD1 [AZGFD4 WELL],33.32094444,-112.6683944,AZ
958,6336104,BW- 359,33.32181558,-81.4064955,SC
959,6337107,AK- 430,33.3279218,-81.7428898,SC
960,6357215,29AA42,33.32955556,-82.0492778,GA
961,6362470,C-01-04 24BBD1 [ADOT WELL 2],33.33050278,-112.6223194,AZ
962,6363884,151H0014 WASHINGTON,33.3355361,-90.8832611,MS
963,6365077,C-01-04 13CBB1  [EL RIO 2 WELL],33.3396861,-112.6246417,AZ
964,6366309,C-01-03 18AAD1 [BUCKFIRE WELL],33.34496667,-112.5907889,AZ
965,6367539,11S.32E.24.113222 CAPROCK WELL 672,33.35671944,-103.6777833,NM
966,6384179,C-01-02 07ADD1 [JACKRABBIT BRIDGE WELL],33.35571667,-112.4873778,AZ
967,6384849,151D0056  WASHINGTON,33.35706156,-91.0551065,MS
968,6385775,29AA09,33.35855556,-82.02613889,GA
969,6398349,151D0179  WASHINGTON,33.3673395,-90.9803817,MS
970,6398781,16S16W02ABC1 Smackover,33.36830278,-92.7246111,AR
971,6406577,30AA33,33.3708611,-81.9643611,GA
972,6407885,30AA06,33.3715,-81.9763611,GA
973,6408932,30AA35,33.37213889,-81.9757806,GA
974,6409927,30AA37,33.37255556,-81.9795278,GA
975,6415431,30AA38,33.37252778,-81.9795278,GA
976,6420935,151D0178 WASHINGTON,33.3731722,-91.0754472,MS
977,6425088,151D0176 WASHINGTON,33.3661083,-91.0397194,MS
978,6429156,B-01-01 33BCA1 [ESTRELLA MOUNTAIN PARK WELL],33.3873222,-112.371636,AZ
979,6430430,LP-21-35-748,33.39176354,-99.7492561,TX
980,6431522,10S.12E.36.234A PROJECTED MW5A,33.39930556,-105.7349361,NM
981,6432127,BW-  78,33.39959219,-81.4220507,SC
982,6436182,10S.12E.36.124C Projected MW4B,33.40054444,-105.7373333,NM
983,6436818,10S.12E.36.124B PROJECTED MW3A,33.40148056,-105.7372389,NM
984,6437321,10S.12E.36.124A PROJECTED MW2A,33.4029222,-105.7381167,NM
985,6437756,10S.12E.25.343A PROJECTED MW1B,33.40560278,-105.7389778,NM
986,6439080,GEO-  77,33.40683424,-79.2881071,SC
987,6450403,151D0016  WASHINGTON,33.409005,-91.0542732,MS
988,6450577,151D0067  WASHINGTON,33.4073384,-91.0489953,MS
989,6451420,29BB67,33.42453056,-82.0095806,GA
990,6456190,GEO-  84,33.43600128,-79.1761565,SC
991,6461459,AK- 825,33.43764,-81.7701112,SC
992,6465829,AK- 824,33.43764,-81.770389,SC
993,6468914,AK- 817,33.43791779,-81.770389,SC
994,6473795,AK- 818,33.4379178,-81.77011119,SC
995,6478705,ORG-  95,33.4470973,-81.1234328,SC
996,6482760,105G0102  OKTIBBEHA,33.4528996,-88.7881083,MS
997,6483491,105G0018  OKTIBBEHA,33.4540107,-88.7867194,MS
998,6483552,105G0020  OKTIBBEHA,33.4537329,-88.7869972,MS
999,6484750,008S002W20J001S,33.46320278,-117.1043278,CA
1000,6496482,087G0211  LOWNDES,33.4684523,-88.3847612,MS
1001,6496619,21BB04,33.4690229,-83.0170949,GA
1002,6510377,008S002W19A001S,33.47213056,-117.1185722,CA
1003,6548766,133M0038 SUNFLOWER,33.47416667,-90.7380556,MS
1004,6552494,008S002W15F001S,33.4827222,-117.0758889,CA
1005,6572777,097F0002  MONTGOMERY,33.48790105,-89.7223033,MS
1006,6573215,Well BIRMINGHAM WWs BRD WELL NEAR LEEDS,33.492772,-86.593735,AL
1007,6573934,09S.14E.25.34221 FT STANTON CRN WELL,33.4946222,-105.5307333,NM
1008,6576708,008S001W06R001S,33.5004722,-117.0160556,CA
1009,6595353,155M0028  WEBSTER,33.50595587,-89.3439587,MS
1010,6599115,B-02-22 16BBA1,33.52169068,-114.5432735,AZ
1011,6606331,007S003E34E001S,33.52216667,-116.6623333,CA
1012,6613322,007S003E30Q002S,33.5298972,-116.7055722,CA
1013,6615212,007S003E30Q003S,33.5298722,-116.7055472,CA
1014,6617151,007S003E29M002S,33.53228889,-116.6978639,CA
1015,6619090,007S003E29M003S,33.53230556,-116.6978889,CA
1016,6621029,Well (TW5 DRY BRANCH WELL) Tuscaloosa Cnty AL,33.53455757,-87.5461171,AL
1017,6637643,007S020E28C001S,33.53725089,-114.8991372,CA
1018,6644985,007S003E27D001S,33.54065556,-116.6657056,CA
1019,6649927,AK- 826,33.54236825,-81.4856612,SC
1020,6654309,AK- 849,33.54236826,-81.4853834,SC
1021,6668416,AK- 845,33.542646,-81.4856612,SC
1022,6671498,133O2058  SUNFLOWER (Sunflower),33.5475,-90.5438889,MS
1023,6676654,007S003E23D001S,33.55360278,-116.6473083,CA
1024,6678339,007S003E23D003S,33.5537972,-116.646036,CA
1025,6680285,083G0033 LEFLORE,33.55500556,-90.2558417,MS
1026,6683873,007S003E21C003S,33.55440556,-116.6787028,CA
1027,6685543,007S003E21D005S,33.55440556,-116.6815194,CA
1028,6687228,007S003E21D004S,33.55441667,-116.6827444,CA
1029,6689306,007S003E20A002S,33.55475556,-116.6875167,CA
1030,6691550,007S002E13R001S,33.55543056,-116.7191722,CA
1031,6693485,08CC07,33.56288965,-84.66687729,GA
1032,6698915,087C0100  LOWNDES,33.56539579,-88.4736531,MS
1033,6701887,007S003E13C002S,33.56636667,-116.6264806,CA
1034,6703446,025J0098  CLAY,33.56734048,-88.5028207,MS
1035,6707448,083F0053  LEFLORE,33.5784511,-90.4350869,MS
1036,6707717,025H0099  CLAY,33.58595245,-88.674493,MS
1037,6710798,12CC35,33.5936111,-84.1380556,GA
1038,6712150,025H0046b CLAY,33.62011838,-88.6461586,MS
1039,6716755,087A0034  LOWNDES,33.63483919,-88.4861534,MS
1040,6720445,13DD90,33.6398327,-84.0596362,GA
1041,6721902,LX-24-20-801,33.6489855,-102.5571368,TX
1042,6722633,16DD21,33.64956154,-83.71656439,GA
1043,6724694,B-04-22 36BAB1,33.64945975,-114.4891207,AZ
1044,6732036,006S022E09P001S,33.66108687,-114.6883017,CA
1045,6739908,13DD56,33.6567773,-84.0090788,GA
1046,6740639,13DD69,33.67344327,-84.0421357,GA
1047,6740665,10DD01,33.67871978,-84.43881688,GA
1048,6755879,10DD02,33.70205245,-84.4299279,GA
1049,6774501,043H0024  GRENADA,33.7058333,-89.7408333,MS
1050,6784263,KT-18-19-301,33.7101051,-96.6577723,TX
1051,6785688,DP-24-19-105,33.7345415,-102.6957599,TX
1052,6788974,WL-  76,33.73072137,-79.5220044,SC
1053,6792985,09DD01,33.7431631,-84.5838215,GA
1054,6795745,RIC- 700,33.7633333,-80.6752778,SC
1055,6795938,RIC- 699,33.77027778,-80.7844444,SC
1056,6796977,RIC- 704,33.77113889,-80.785,SC
1057,6797306,09S-08E-09-ADD 1 (Red05),33.78791944,-96.4670222,OK
1058,6798314,RIC- 705,33.79475,-80.7815833,SC
1059,6798527,HO- 269,33.79656134,-78.731407,SC
1060,6804111,RIC- 703,33.79775,-80.7118611,SC
1061,6804362,RIC- 701,33.80938889,-80.8663611,SC
1062,6805419,RIC- 343,33.80987667,-80.8653681,SC
1063,6805783,095L0097  MONROE,33.81205877,-88.5581002,MS
1064,6806582,RIC- 342,33.81237665,-80.86147919,SC
1065,6806946,08S-08E-33-DAD (Red01),33.813,-96.4663861,OK
1066,6807980,RIC- 702,33.81463889,-80.7874444,SC
1067,6808232,RIC- 346,33.81654314,-80.8273121,SC
1068,6808596,RIC- 341,33.8251544,-80.8620346,SC
1069,6808832,RIC-  63,33.8304336,-80.6289758,SC
1070,6812977,KY-23-10-401,33.82924834,-101.8482269,TX
1071,6814751,RIC- 345,33.83070974,-80.8192563,SC
1072,6815115,KY-23-10-407,33.83147049,-101.8440602,TX
1073,6818403,095L0077  MONROE,33.83289155,-88.5433776,MS
1074,6821562,RT-17-10-301 (Red04),33.8337472,-95.788175,TX
1075,6822571,043B0103  GRENADA,33.83789269,-89.7884199,MS
1076,6822731,RT-17-13-3xx (Red02),33.8415833,-95.4095361,TX
1077,6823764,HO- 307,33.8496144,-79.0572591,SC
1078,6830463,095L0062  MONROE,33.85622398,-88.4917095,MS
1079,6834465,003S003W31Q002S,33.8592583,-117.2345694,CA
1080,6837829,MN-  77,33.86211035,-79.3303281,SC
1081,6844833,"BR-382 HG3D AT BALD HEAD ISLAND, NC L SURFICIAL",33.86276944,-78.00568889,NC
1082,6845230,09S02W26DDC1 near Watson,33.88238056,-91.2582333,AR
1083,6862995,08S-05E-05-DCD 1 Antlers03,33.88375278,-96.8016917,OK
1084,6863196,"BR-116 CALABASH RS NR CALABASH, NC BLACK CREEK",33.89305556,-78.5890278,NC
1085,6866204,"BR-123 CALABASH RS NR CALABASH, NC SURFICIAL",33.89277778,-78.5891667,NC
1086,6871361,"BR-381 USGS CALABASH RS NR CALABASH, NC SURFICIAL",33.89305556,-78.5886111,NC
1087,6874971,MCK-  52,33.8934575,-82.3626269,SC
1088,6886335,08S-24E-01 BBD 1        Idabel GW Well,33.89372077,-94.7532696,OK
1089,6890060,003S004W23A001S,33.9023111,-117.2622778,CA
1090,6893425,003S002E15P001S,33.90637778,-116.76485,CA
1091,6906797,003S002E07P001S,33.92146389,-116.81845,CA
1092,6929433,14FF57,33.92089444,-83.9948944,GA
1093,6929509,11FF04,33.92152656,-84.2776913,GA
1094,6945802,003S003E09M001S,33.9236083,-116.6840083,CA
1095,6953411,07S-17E-29-BAA 1 (Red03),33.92437778,-95.5490833,OK
1096,6954419,003S003E08L001S,33.92516389,-116.6936389,CA
1097,6962035,003S001E11F001S,33.9253,-116.8513444,CA
1098,6981202,003S002E11H001S,33.92615,-116.7377194,CA
1099,6986677,07S-22E-24-DDD 1 (Red06),33.9263333,-94.9480889,OK
1100,6987686,SU-   9,33.9340461,-80.3464693,SC
1101,7003901,09FF13,33.93407778,-84.5252944,GA
1102,7004418,09FF15,33.9340972,-84.52523889,GA
1103,7004907,09FF14,33.93471389,-84.5221861,GA
1104,7005428,09FF16,33.93473889,-84.5221833,GA
1105,7006104,09FF11,33.9349333,-84.52401389,GA
1106,7008020,09FF17,33.93686667,-84.5250667,GA
1107,7010517,09FF18,33.9368472,-84.52505,GA
1108,7019175,13FF30,33.9372222,-84.0186111,GA
1109,7023043,13FF31,33.9371111,-84.0185,GA
1110,7026911,13FF23,33.93964444,-84.0288833,GA
1111,7027362,BR-079 SUNSET HARBOR RS PEEDEE,33.9411111,-78.1986111,NC
1112,7041121,BR-080 NC-182 SUNSET HARBOR RS SURFICIAL,33.94138889,-78.1986111,NC
1113,7054540,BR-081 NC-197 SOUTHPORT RS PEEDEE,33.94194444,-78.0097222,NC
1114,7082314,14FF47,33.942975,-83.9953333,GA
1115,7082545,13FF21,33.94469444,-84.0363972,GA
1116,7082609,13FF22,33.94607778,-84.0187333,GA
1117,7082685,13FF34,33.94795,-84.0169806,GA
1118,7083563,14FF53,33.94932778,-83.9522111,GA
1119,7083704,13FF27,33.9515,-84.02438889,GA
1120,7085541,13FF17,33.95306944,-84.0219667,GA
1121,7085628,14FF56,33.9533583,-83.9614194,GA
1122,7085730,002S001W35J001S,33.9541333,-116.9471528,CA
1123,7097790,14FF27,33.95564444,-83.9951806,GA
1124,7099016,13FF13,33.95585,-84.0069333,GA
1125,7099363,13FF18,33.9558722,-84.0133667,GA
1126,7099890,14FF43,33.95704847,-83.979073,GA
1127,7100449,14FF18,33.9590611,-83.9785167,GA
1128,7100942,14FF37,33.959075,-83.9785167,GA
1129,7101125,14FF39,33.95947778,-83.97911389,GA
1130,7101891,14FF17,33.95930278,-83.979575,GA
1131,7102633,14FF36,33.959575,-83.9789222,GA
1132,7102872,14FF16,33.95982619,-83.9787952,GA
1133,7103617,14FF38,33.9594333,-83.9791667,GA
1134,7105050,14FF08,33.9609,-83.99433889,GA
1135,7106557,14FF50,33.9612,-83.99531389,GA
1136,7106591,13FF14,33.96160278,-84.0018806,GA
1137,7107131,13FF20,33.9622083,-84.0212556,GA
1138,7107220,14FF49,33.96323056,-83.9970583,GA
1139,7107424,13FF12,33.96527778,-83.9997222,GA
1140,7107936,14FF46,33.9645861,-83.9798833,GA
1141,7108564,002S001W27L001S,33.9685472,-116.9735583,CA
1142,7112662,002S001W22P006S,33.97713056,-116.9734972,CA
1143,7113832,14FF42,33.9774472,-83.9565417,GA
1144,7117612,BR-100 WELL 15A CASTLE HAYNE/PEEDEE,33.98027778,-78.0952778,NC
1145,7127002,14FF59,33.9839083,-83.9496972,GA
1146,7127047,14FF65,33.9847222,-83.9475,GA
1147,7128618,14FF66,33.98480556,-83.9473611,GA
1148,7130189,011C0029  BOLIVAR,33.9881111,-90.9261667,MS
1149,7135568,06S-23E-36-DAD 1 Antlers01,33.9877361,-94.8448806,OK
1150,7136603,Well CULLMAN CO. WELL NEAR COLD SPRINGS  Al,33.99149186,-87.0361154,AL
1151,7142824,095C0115  MONROE,33.9917768,-88.5000437,MS
1152,7142830,095C0070  MONROE,34.0051092,-88.4519874,MS
1153,7146832,06S-21E-27 AAA 1 MCCURTAIN 27,34.0117736,-95.0885608,OK
1154,7151365,002S002W12H001S,34.01291667,-117.0363917,CA
1155,7184945,14GG02,34.01366667,-83.9198333,GA
1156,7187828,095C0059  MONROE,34.01510935,-88.4717101,MS
1157,7195832,SU- 355,34.0165438,-80.4020255,SC
1158,7196160,06S-12E-23-BBB 1 Antlers02,34.0251333,-96.0238778,OK
1159,7197194,002S002W04L002S,34.02497778,-117.0970917,CA
1160,7223206,002S002W02F002S,34.02676944,-117.0608778,CA
1161,7253701,002S015W05H006S,34.0285111,-118.4682806,CA
1162,7254447,002S015W05H002S,34.02849444,-118.4683444,CA
1163,7257431,20GG41,34.03483478,-83.2237633,GA
1164,7263590,20GG22,34.0401124,-83.2140407,GA
1165,7264726,001S002W36A002S,34.046825,-117.0358778,CA
1166,7294157,001S004W27M001S,34.05446944,-117.2948194,CA
1167,7316795,001S004W25E005S,34.05585,-117.260511,CA
1168,7332781,06S-19E-03-DDD 1 Antlers04,34.05680278,-95.2960583,OK
1169,7333790,001S004W22J001S,34.06948056,-117.283911,CA
1170,7368466,095C0057  MONROE,34.06927438,-88.4105988,MS
1171,7372468,001S004W20H001S,34.0705611,-117.3178,CA
1172,7426344,BR-078 NC-180 NCDEQ BOLIVIA RS FF33D2 PEEDEE,34.07138889,-78.1448611,NC
1173,7440048,03S.08W.01.413 VLA WELL 2,34.07285,-107.61885,
1174,7441217,001S004W22B009S,34.07591944,-117.2866889,CA
1175,7454373,001S004W22D002S,34.0774111,-117.29515,CA
1176,7507983,001S003W15K001S,34.0843222,-117.1772083,CA
1177,7556680,001S004W14E008S,34.08561944,-117.2758806,CA
1178,7564225,001S004W14E009S,34.08556944,-117.2758694,CA
1179,7587751,001S004W15F006S,34.08573056,-117.2901389,CA
1180,7610401,SAL-  69,34.0881927,-81.6701067,SC
1181,7613991,001S005W13B001S,34.0893611,-117.3556694,CA
1182,7643493,001S004W16C005S,34.08993056,-117.307911,CA
1183,7655175,001S004W10K001S,34.0939611,-117.2871889,CA
1184,7666406,001S002W07Q001S,34.09471667,-117.1288222,CA
1185,7695329,001S002W07Q004S,34.09472778,-117.1287472,CA
1186,7724084,001S004W09L002S,34.0961611,-117.3080889,CA
1187,7737205,001S004W11K002S,34.09855,-117.2699694,CA
1188,7757187,001S004W11K006S,34.09851944,-117.27,CA
1189,7779820,001S004W08E001S,34.09991944,-117.3301889,CA
1190,7822262,001S005W11F001S,34.1031111,-117.3777389,CA
1191,7864174,001S004W10B002S,34.10414167,-117.28645,CA
1192,7899661,Well BLOUNTSVILLE WELL Blount County Al,34.10481935,-86.577769,AL
1193,7901235,001S004W03N002S,34.1093111,-117.2944389,CA
1194,7923945,001S004W03N004S,34.10926944,-117.2944194,CA
1195,7939829,001S004W04E004S,34.11511389,-117.3117444,CA
1196,7967142,001S004W02D006S,34.11849167,-117.2743722,CA
1197,8003277,001S005W03A003S,34.12113889,-117.385061,CA
1198,8033872,"BR-106 BEAR PEN EE36k5 NR SUPPLY, NC BLACK CREEK",34.1286111,-78.33888889,NC
1199,8039685,001N005W34D001S,34.13428889,-117.4007,CA
1200,8077184,001N005W35B001S,34.1345111,-117.3726806,CA
1201,8119720,FLO-  85,34.13515595,-79.9417329,SC
1202,8128599,001N005W29Q001S,34.1374111,-117.4269806,CA
1203,8170713,B-09-19 11BBD1,34.14133349,-114.215818,AZ
1204,8171635,AR-10-51-909,34.1467489,-102.6582647,TX
1205,8174922,001N005W22N001S,34.15398889,-117.3981194,CA
1206,8206309,001N005W22N004S,34.154,-117.398061,CA
1207,8227113,001N005W21K001S,34.15761944,-117.4069,CA
1208,8247415,001N005W21K003S,34.15765,-117.406861,CA
1209,8257641,001N005W21K004S,34.1576111,-117.406861,CA
1210,8267467,RU-10-53-602,34.1695,-102.4040556,TX
1211,8270370,001N005W17L003S,34.17043056,-117.4277,CA
1212,8285390,19HH12,34.1723314,-83.337934,GA
1213,8292172,027J0020  COAHOMA,34.18444444,-90.5616667,MS
1214,8292640,FLO- 128,34.19571369,-79.5800573,SC
1215,8302811,KY-11-49-514,34.19618489,-101.9329576,TX
1216,8305368,057L0014  ITAWAMBA,34.2089941,-88.3814341,MS
1217,8309370,081K0029  LEE,34.2098299,-88.7211637,MS
1218,8311569,04S-04E-16 BBC 1        Mannsville GW Well,34.21259464,-96.8977863,OK
1219,8315316,027J0005 COAHOMA,34.2228,-90.6192,MS
1220,8317397,LE-  23,34.2348767,-80.1834032,SC
1221,8321897,A-10-10 05CCA,34.23559027,-111.3562476,AZ
1222,8323070,05S08W30ADB1 near Pine B,34.24786667,-91.9111667,AR
1223,8329548,081G0013  LEE,34.2576068,-88.7233864,MS
1224,8331483,C-11-17 28DDD1 [BW-238],34.26125,-114.0288333,AZ
1225,8332150,RU-10-45-803,34.26230266,-102.4199173,TX
1226,8333278,002N007E11R001S,34.267,-116.2139167,CA
1227,8339683,057G0067  ITAWAMBA,34.26788236,-88.4128244,MS
1228,8344183,002N007E03B001S,34.2933337,-116.23751,CA
1229,8344663,002N007E02C001S,34.2941669,-116.224454,CA
1230,8350070,003N007E36L001S,34.30019444,-116.2035556,CA
1231,8352068,003N008E31J001S,34.3006583,-116.1826472,CA
1232,8353185,003N007E32D001S,34.30722256,-116.2800114,CA
1233,8358592,003N007E32D003S,34.30805586,-116.2797336,CA
1234,8363999,09JJ02,34.32037135,-84.54798559,GA
1235,8371114,DD-10-45-102,34.34979875,-102.4690888,TX
1236,8373713,XT-11-42-315,34.35451059,-101.7585133,TX
1237,8376999,12JJ04,34.3575949,-84.1426925,GA
1238,8401898,071F0005  LAFAYETTE,34.36010637,-89.5306376,MS
1239,8405800,02S-06E-20 DAD 1 ARB12,34.36527778,-96.6888889,OK
1240,8407522,057E0004  ITAWAMBA,34.37926817,-88.39032459,MS
1241,8408095,057E0005  ITAWAMBA,34.3837124,-88.3836578,MS
1242,8412098,107K0012 PANOLA,34.3925,-90.0966667,MS
1243,8417029,02S-06E-11 DDA 1 ARB08,34.3934472,-96.6365694,OK
1244,8418823,UR-10-33-801,34.3989636,-102.9574442,TX
1245,8420177,KER- 433 KERSHAW COUNTY NR LIBERTY HILL REGOLITH,34.4111111,-80.7441667,SC
1246,8425840,KER- 435 KERSHAW COUNTY NR LIBERTY HILL BEDROCK,34.41113056,-80.7444111,SC
