,station_nm,dec_lat_va,dec_long_va
7142824,095C0115  MONROE,33.9917768,-88.5000437
7142830,095C0070  MONROE,34.0051092,-88.4519874
7146832,06S-21E-27 AAA 1 MCCURTAIN 27,34.0117736,-95.0885608
7151365,002S002W12H001S,34.01291667,-117.0363917
7184945,14GG02,34.01366667,-83.9198333
7187828,095C0059  MONROE,34.01510935,-88.4717101
7195832,SU- 355,34.0165438,-80.4020255
7196160,06S-12E-23-BBB 1 Antlers02,34.0251333,-96.0238778
7197194,002S002W04L002S,34.02497778,-117.0970917
7223206,002S002W02F002S,34.02676944,-117.0608778
7253701,002S015W05H006S,34.0285111,-118.4682806
7254447,002S015W05H002S,34.02849444,-118.4683444
7257431,20GG41,34.03483478,-83.2237633
7263590,20GG22,34.0401124,-83.2140407
7264726,001S002W36A002S,34.046825,-117.0358778
7294157,001S004W27M001S,34.05446944,-117.2948194
7316795,001S004W25E005S,34.05585,-117.260511
7332781,06S-19E-03-DDD 1 Antlers04,34.05680278,-95.2960583
7333790,001S004W22J001S,34.06948056,-117.283911
7368466,095C0057  MONROE,34.06927438,-88.4105988
7372468,001S004W20H001S,34.0705611,-117.3178
7426344,BR-078 NC-180 NCDEQ BOLIVIA RS FF33D2 PEEDEE,34.07138889,-78.1448611
7440048,03S.08W.01.413 VLA WELL 2,34.07285,-107.61885
7441217,001S004W22B009S,34.07591944,-117.2866889
7454373,001S004W22D002S,34.0774111,-117.29515
7507983,001S003W15K001S,34.0843222,-117.1772083
7556680,001S004W14E008S,34.08561944,-117.2758806
7564225,001S004W14E009S,34.08556944,-117.2758694
7587751,001S004W15F006S,34.08573056,-117.2901389
7610401,SAL-  69,34.0881927,-81.6701067
7613991,001S005W13B001S,34.0893611,-117.3556694
7643493,001S004W16C005S,34.08993056,-117.307911
7655175,001S004W10K001S,34.0939611,-117.2871889
7666406,001S002W07Q001S,34.09471667,-117.1288222
7695329,001S002W07Q004S,34.09472778,-117.1287472
7724084,001S004W09L002S,34.0961611,-117.3080889
7737205,001S004W11K002S,34.09855,-117.2699694
7757187,001S004W11K006S,34.09851944,-117.27
7779820,001S004W08E001S,34.09991944,-117.3301889
7822262,001S005W11F001S,34.1031111,-117.3777389
7864174,001S004W10B002S,34.10414167,-117.28645
7899661,Well BLOUNTSVILLE WELL Blount County Al,34.10481935,-86.577769
7901235,001S004W03N002S,34.1093111,-117.2944389
7923945,001S004W03N004S,34.10926944,-117.2944194
7939829,001S004W04E004S,34.11511389,-117.3117444
7967142,001S004W02D006S,34.11849167,-117.2743722
8003277,001S005W03A003S,34.12113889,-117.385061
8033872,"BR-106 BEAR PEN EE36k5 NR SUPPLY, NC BLACK CREEK",34.1286111,-78.33888889
8039685,001N005W34D001S,34.13428889,-117.4007
8077184,001N005W35B001S,34.1345111,-117.3726806
8119720,FLO-  85,34.13515595,-79.9417329
8128599,001N005W29Q001S,34.1374111,-117.4269806
8170713,B-09-19 11BBD1,34.14133349,-114.215818
8171635,AR-10-51-909,34.1467489,-102.6582647
8174922,001N005W22N001S,34.15398889,-117.3981194
8206309,001N005W22N004S,34.154,-117.398061
8227113,001N005W21K001S,34.15761944,-117.4069
8247415,001N005W21K003S,34.15765,-117.406861
8257641,001N005W21K004S,34.1576111,-117.406861
8267467,RU-10-53-602,34.1695,-102.4040556
8270370,001N005W17L003S,34.17043056,-117.4277
8285390,19HH12,34.1723314,-83.337934
8292172,027J0020  COAHOMA,34.18444444,-90.5616667
8292640,FLO- 128,34.19571369,-79.5800573
8302811,KY-11-49-514,34.19618489,-101.9329576
8305368,057L0014  ITAWAMBA,34.2089941,-88.3814341
8309370,081K0029  LEE,34.2098299,-88.7211637
8311569,04S-04E-16 BBC 1        Mannsville GW Well,34.21259464,-96.8977863
8315316,027J0005 COAHOMA,34.2228,-90.6192
8317397,LE-  23,34.2348767,-80.1834032
8321897,A-10-10 05CCA,34.23559027,-111.3562476
8323070,05S08W30ADB1 near Pine B,34.24786667,-91.9111667
8329548,081G0013  LEE,34.2576068,-88.7233864
8331483,C-11-17 28DDD1 [BW-238],34.26125,-114.0288333
8332150,RU-10-45-803,34.26230266,-102.4199173
8333278,002N007E11R001S,34.267,-116.2139167
8339683,057G0067  ITAWAMBA,34.26788236,-88.4128244
8344183,002N007E03B001S,34.2933337,-116.23751
8344663,002N007E02C001S,34.2941669,-116.224454
8350070,003N007E36L001S,34.30019444,-116.2035556
8352068,003N008E31J001S,34.3006583,-116.1826472
8353185,003N007E32D001S,34.30722256,-116.2800114
8358592,003N007E32D003S,34.30805586,-116.2797336
8363999,09JJ02,34.32037135,-84.54798559
8371114,DD-10-45-102,34.34979875,-102.4690888
8373713,XT-11-42-315,34.35451059,-101.7585133
8376999,12JJ04,34.3575949,-84.1426925
8401898,071F0005  LAFAYETTE,34.36010637,-89.5306376
8405800,02S-06E-20 DAD 1 ARB12,34.36527778,-96.6888889
8407522,057E0004  ITAWAMBA,34.37926817,-88.39032459
8408095,057E0005  ITAWAMBA,34.3837124,-88.3836578
8412098,107K0012 PANOLA,34.3925,-90.0966667
8417029,02S-06E-11 DDA 1 ARB08,34.3934472,-96.6365694
8418823,UR-10-33-801,34.3989636,-102.9574442
8420177,KER- 433 KERSHAW COUNTY NR LIBERTY HILL REGOLITH,34.4111111,-80.7441667
8425840,KER- 435 KERSHAW COUNTY NR LIBERTY HILL BEDROCK,34.41113056,-80.7444111
8431499,02S-07E-06 BAA 2 SIMP02,34.41931389,-96.6108306
8433320,004N003W19G005S,34.4205611,-117.2311694
8436242,01S-05E-31 CBD JOHNSTON 31,34.42426988,-96.8261253
8442881,CTF- 222,34.42888889,-80.2827778
8446439,01S-24W-33 BCCC 1       Robert Hankin Recorder Wel,34.42896206,-99.7259273
8446979,071B0004  LAFAYETTE,34.43066055,-89.5245262
8451487,01S-04E-32 AAA 1 ARB17,34.4322222,-96.8988889
8453231,01S-06E-25 CBD 1 ARB03,34.438325,-96.6334889
8454837,01S-10E-27 BAB 1        Lehigh GW Well,34.43870257,-96.245274
8458625,01S-06E-28 CBD 1 ARB06,34.43858056,-96.6861306
8460460,004N027W08M005S,34.4419722,-119.7402806
8473537,01S-04E-25 ADD Johnston 25,34.44260279,-96.829181
8480176,01S-10E-27 BAB 1,34.44648045,-96.2452743
8480324,Well LAW 3 342718087285601 Lawrence Cnty AL,34.45509537,-87.4822464
8497982,01S-21W-15 ABC 1 SFR02,34.4764083,-99.3845944
8498809,01S-03E-13 AAB 1 SIMP04,34.47703439,-96.9364035
8500536,141L0030  TISHOMINGO,34.47898734,-88.3131012
8504538,141L0029  TISHOMINGO,34.48176516,-88.3281015
8508540,01S-06E-11 AAD 1 ARB07,34.48905278,-96.6378139
8510361,07KK64,34.4895323,-84.8543843
8520429,MLB- 110,34.49321325,-79.7192273
8528980,LAU-  51,34.49735398,-81.753718
8529343,LAU-  52,34.49679847,-81.752607
8530005,01S-03E-01 ABA 1 CNRA GW WELL 2,34.5051,-96.9376
8544117,DAR-  96,34.50741667,-79.85625
8546084,01S-03E-01 BBB 1 CNRA GW WELL 1,34.5062,-96.9498
8560250,CTF- 211,34.50638889,-80.2183333
8562655,01N-24W-32 CBCC 1       Tommy Spradlin GW Well,34.51145897,-99.7531501
8563621,02S19W33CBD1 Hot Springs,34.513375,-93.0511417
8575780,01N-05E-31 ADA 1 ARB15,34.516075,-96.8112861
8576702,CTF- 189,34.5181111,-80.2894167
8582691,02S03E15ACD1 near Barton,34.5194333,-90.7726333
8604038,CTF- 324,34.52893889,-80.3113
8606332,CTF- 323,34.52899444,-80.3114194
8608626,117M0021  PRENTISS,34.53120856,-88.35838
8630927,005N001E08N004S,34.53180278,-116.9104278
8633118,CTF- 322,34.5338222,-80.3057611
8635412,117M0017  PRENTISS,34.5337084,-88.3464353
8639419,02S19W26BBD1 Novastone T,34.5345341,-93.0154556
8639678,02S19W30ABC1 Wildcat Roa,34.5348972,-93.078075
8640039,01N-04E-22 BCA 1 SIMP05,34.54444444,-96.8755556
8641739,01N-05E-22 ABC 1 ARB11,34.54679167,-96.7642361
8643461,02S19W24BAD1,34.54855556,-92.9933556
8644250,02S19W24BAA1 Indian Mtn.,34.54923056,-92.9933667
8644627,02S19W15DCC1 Foxpass Sou,34.5533111,-93.0256722
8645460,02S19W13ADC1 Copper Penn,34.5582583,-92.986325
8645873,01N-01E-14 BBD 1 W34006,34.5613472,-97.1748278
8646670,01N-04E-15 BAB 1 SIMP06,34.56360278,-96.8753778
8648370,02S19W14BBB1 Foxpass Nor,34.5637861,-93.0163111
8649159,01N-05E-10 CCC 2 SIMP07,34.5643833,-96.77455
8651033,A-14-05 32BBB1 [Camp Verde],34.56919118,-111.8537624
8659811,01N-23W-10 BBBA 1       Jim Bradford Recorder Well,34.56951438,-99.6125925
8660636,01N-04E-01 DDD 2 ARB01,34.57916389,-96.8286611
8662580,01N-06E-04 CAD 1  Fittstown GW well,34.5826,-96.6794548
8678688,01N-04E-02 ADC 1 ARB09,34.58694444,-96.8480556
8680435,006N012W29B001S,34.58700556,-118.1707333
8682828,02S19W01ACC1 Bryant Rd.,34.588425,-92.9880806
8683373,006N012W20R001S,34.58951389,-118.1658528
8685603,006N012W20R002S,34.59000278,-118.1653806
8686573,006N012W20J001S,34.5907083,-118.1653639
8687693,01N-06E-04 ABB 2 ARB04,34.59200278,-96.6770972
8689540,01N-05E-03 ABB 2 ARB10,34.59286706,-96.7605658
8691287,01N-21W-03 ABB 1 SFR01,34.5937472,-99.3952167
8692059,01N-13W-04 BAA 1 Cache GW well,34.59340725,-98.5731159
8694449,02N-06E-32 CBA 1,34.6003673,-96.7013976
8694790,ON-293 SNEADS FERRY RD CASTLE HAYNE,34.6025,-77.28638889
8703070,02N-06E-31 AAA 1 ARB05,34.6064783,-96.7052867
8704915,ON-358 SNEADS FERRY 2 PEEDEE,34.6072222,-77.2880556
8706007,ON-226 DIXON RS Y25Q1 CASTLE HAYNE,34.61155449,-77.4832994
8709862,ON-227 DIXON RS Y25q3 CASTLE HAYNE,34.61138889,-77.48277778
8727882,ON-230 DIXON RS Y25q6 SURFICIAL,34.61138889,-77.4830556
8736794,AND- 326,34.62066938,-82.4820722
8748158,MLB- 112,34.62654693,-79.689226
8761999,02N-05E-29 ABB 1 ARB16-SIMP,34.62175498,-96.7997343
8762105,02N-24W-21 DDDD 1       Gould Recorder Well 13A,34.62340006,-99.7189838
8762670,01S26W29DCC1 Oden Forest,34.62398896,-93.8051979
8770164,CTF-  57,34.6262222,-79.9403333
8770393,CTF-  56,34.62677778,-79.9406667
8772687,05N.03E.28.411 NANCY LOPEZ,34.6313833,-106.7184556
8791393,"WL030,Site 08,Altus AFB IRP Landfill No. 1",34.6447923,-99.2728629
8791588,A-15-05 36DBD1 [Rim Rock W2],34.64716667,-111.7685
8795303,A-15-05 36DAB [Rim Rock W1],34.64777778,-111.7675
8800049,02N-27W-24 AAAD 1       Max Caswell Recorder Well,34.64867265,-99.9720474
8801015,CTF- 197,34.65209867,-80.2786773
8802925,"WL023,Site 09,Altus AFB IRP Landfill No. 2",34.65701406,-99.2650849
8803119,"WL048, Altus AFB IRP Piezometer",34.65729174,-99.276474
8803192,007N014W29P001S,34.66227778,-118.3878778
8803379,007N014W29N001S,34.6626833,-118.3944083
8803564,007N014W30R001S,34.6629472,-118.395261
8803749,007N014W29M001S,34.6630722,-118.3931778
8803935,007N014W30K002S,34.66423889,-118.3994417
8804121,007N014W30K001S,34.66459444,-118.4019139
8804307,007N014W29M002S,34.6654722,-118.3909778
8804493,"WL045, Altus AFB IRP Background Well",34.6664579,-99.2909188
8804686,CTR-  21,34.6743043,-81.4150965
8816049,141J0019  TISHOMINGO,34.67148244,-88.3011563
8820056,ON-291 RAGGED POINT WELL CASTLE HAYNE,34.67638889,-77.4275
8828337,117F0061  PRENTISS,34.6792611,-88.5486623
8829926,141J0013  TISHOMINGO,34.68148207,-88.2700444
8838821,ON-256 HADNOT POINT RS X24s2 BLACK CREEK,34.69166667,-77.3508333
8847220,ON-264 HADNOT POINT RS X24s4 PEEDEE,34.69305556,-77.3516667
8872417,ON-267 HADNOT POINT RS X24s7 SURFICIAL,34.6933333,-77.3516667
8880816,03N-26W-33 ABA 1        Hollis GW Well,34.6953387,-99.9353796
8886046,ON-295 WALLACE CR WELL CAMP LEJEUNE CASTLE HAYNE,34.700996,-77.3052355
8894352,03N-23W-28 DADA 1       Cleo Bilbrey Recorder Well,34.7011761,-99.6150928
8895261,141G0033  TISHOMINGO,34.7084259,-88.2928227
8895289,ON-292 PARADISE POINT WELL CASTLE HAYNE,34.71805556,-77.3919444
8903568,16MM03,34.7206503,-83.7254559
8916907,CT-153 NC-139 CAMP GLENN RS X17j5 CASTLE HAYNE,34.7233333,-76.7533333
8927635,007N023E01K001S,34.7241957,-114.5259207
8933963,LAN- 497 LANCASTER COUNTY AIRPORT REGOLITH,34.7259722,-80.8433333
8939380,LAN- 498 LANCASTER COUNTY AIRPORT BEDROCK,34.726,-80.8433333
8944797,A-15-03 04ABA1 [Cottonwood ALP25],34.73079909,-112.0322687
8947790,ON-356 MONTFORD POINT 1 PEEDEE,34.738,-77.4092222
8948877,ON-357 MONTFORD POINT 2 LOWER CASTLE HAYNE,34.73805556,-77.40913889
8949965,ON-354 CAMP GEIGER NC-52-2 PEEDEE,34.73816667,-77.4576111
8951086,ON-355 CAMP GEIGER NC-52-3 LOWER CASTLE HAYNE,34.73825,-77.4576111
8952207,ON-035 NC-52 CAMP GEIGER CASTLE HAYNE,34.7383333,-77.4575
8968341,A-16-03 34ADC [Cottonwood Shallow],34.741132,-112.0140459
8971882,06N.03E.18.442 TOME SITE,34.74185,-106.6623778
9000322,008N032W29L004S,34.7435111,-120.2714944
9001119,Well MAD 4  344457086363701 Madison Cnty Al,34.74925757,-86.6102713
9019854,03N-26W-12 BCBA 1       Bobby White Recorder Well,34.7497823,-99.8926008
9020546,"SC-040 AT LAURINBURG, NC BLACK CREEK",34.755,-79.4672222
9029287,008N032W19M001S,34.75568889,-120.2946806
9032528,008N033W22G001S,34.75660556,-120.3389167
9033376,008N033W19K002S,34.7590583,-120.3944083
9036573,008N033W19K006S,34.759075,-120.3943333
9037422,143D0029  TUNICA,34.76121056,-90.3856551
9037634,"SC-142 AT LAURINBURG, NC BLACK CREEK",34.7622222,-79.4436111
9044133,A-16-03 20DDC [Clarkdale],34.76224304,-112.0479362
9048532,008N034W23H001S,34.7629833,-120.4252722
9049330,008N034W21A002S,34.7632833,-120.4617667
9050149,008N034W14L002S,34.77286389,-120.4285472
9050723,141E0016  TISHOMINGO,34.7762021,-88.2922668
9054730,141D0042  TISHOMINGO,34.77731328,-88.3336566
9058737,008N034W16C002S,34.77788889,-120.4631
9061471,02N06W24CAA2 at Hazen  S,34.7808333,-91.5975
9065723,02N06W22BCC1 near Hazen,34.7813333,-91.6409444
9070912,04N-08W-33 BBB 1        Rush Springs GW Well,34.7822935,-98.0542095
9075659,04N-01W-28 CDA 1 W34005,34.7846,-97.3100083
9076591,04N-13W-29 AAB 1 Meers GW Well,34.79694444,-98.5841667
9080016,04N-25W-26 BAB 1 SFR05,34.79732778,-99.8022361
9080788,04N-25W-30 BBAB 1       Raymond Hays Recorder Well,34.79728128,-99.8742673
9081753,04N-21W-19 DCD 1 SFR03,34.79943889,-99.447475
9082455,04N-10W-23 BCB 1 FSA03,34.8060111,-98.2301056
9082814,008N024W07A001S,34.8072222,-119.4538333
9083820,141F0001  TISHOMINGO,34.8095343,-88.1878192
9084196,009N034W34N002S,34.81,-120.4501194
9084790,04N-04W-15-ADA 1 W34001,34.8209861,-97.5999361
9085230,DU-134 NC-224 ROSE HILL RS V32v3 CASTLE HAYNE,34.8476677,-78.0222085
9086305,DU-157 ROSE HILL RS V32v9 NC-222R SURFICIAL,34.84777778,-78.0209722
9093966,OC- 233,34.8475927,-83.0715404
9105326,03N08W32ABB1 UAPB Lonoke,34.849475,-91.8811167
9114237,009N024W19D001S,34.85638889,-119.4846667
9115845,05N-24W-35 DDC 1 SFR04,34.858575,-99.6981361
9116559,05N-05W-35 DBB 1 W34004,34.86015556,-97.6957111
9116790,SP-1581,34.8626279,-81.8412127
9128139,05N-26W-31 DAA 1 SFR06,34.86275556,-99.9763361
9128853,05N-10W-31 ADB 1 FSA02,34.86586389,-98.2893833
9129238,05N-23W-32 AADD 1       Dr. Jeff Lester Well,34.8675592,-99.6414828
9129861,05N-06E-29 ABA 1 Konawa,34.88388889,-96.69
9130482,GRV- 709,34.8923394,-82.2962274
9131090,HT-10-04-901,34.89506144,-102.5277094
9134377,009N025W03B001S,34.89771667,-119.542125
9138082,010N026W34N001S,34.89978056,-119.657725
9142491,03PP01,34.90119444,-85.2662222
9159668,03N08W11ACA1,34.9035333,-91.8261833
9165069,GRV-2162,34.90428367,-82.2634479
9165837,003G0057  ALCORN,34.9156441,-88.5250483
9175098,B-18-03 26BBC1 [WINEGLASS RANCH],34.92168565,-112.5582298
9177291,05N-11W-10-BBB 1 FSA04,34.92666944,-98.354975
9177627,010N025W21Q002S,34.92719444,-119.5560833
9178867,010N025W19P002S,34.9311583,-119.5952556
9184602,B-18-02 20DBB [PILOTS REST],34.9319635,-112.4968394
9187043,010N026W17R002S,34.94225,-119.6751667
9187955,A-18-15 28AAD1 [Winslow T Well],34.93418918,-110.7515242
9194600,010N026W20M001S,34.9343611,-119.6898333
9195926,UN-147 MINERAL SPRINGS RS TRANSITION ZONE WELL,34.93599444,-80.6975722
9200905,UN-148 MINERAL SPRINGS RS BEDROCK WELL,34.93591944,-80.6975361
9205884,08N.02E.02.413 ISLETA SITE,34.94729167,-106.6999278
9244688,08N.02E.01.234B I-25 EBM,34.95018889,-106.6791694
9247371,08N.02E.01.234D I-25 ERS,34.95020278,-106.6802028
9249494,08N.02E.01.234E I-25 ERM,34.95020278,-106.6802083
9251838,08N.02E.01.243E I-25 EDEM,34.9510583,-106.6778639
9254141,08N.02E.01.243F I-25 EDWS,34.9510583,-106.6780139
9256264,08N.02E.01.233A I-25 WS,34.95083056,-106.6866694
9263167,08N.02E.01.233D I-25 WDES,34.9505611,-106.685075
9267630,T08N.R02E.01.232A I-25 EBS-T2,34.9523,-106.6797472
9273517,T08N.R02E.01.232D I-25 ERS-T2,34.9521972,-106.6806889
9277246,08N.02E.01.233F I-25 WBS,34.9506722,-106.6835639
9284009,T08N.R02E.01.241A I-25 EDES-T2,34.95241944,-106.6783528
9287751,T08N.R02E.01.241C I-25 EDWS-T2,34.95235278,-106.678525
9288817,08N.02E.01.233I I-25 WRS,34.9507722,-106.6827667
9293277,T08N.R02E.01.231A I-25 WBS-T2,34.95185278,-106.6841806
9298050,T08N.R02E.01.231D I-25 WRS-T2,34.95205556,-106.6830417
9301656,T08N.R02E.01.142A I-25 WDES-T2,34.9516222,-106.68545
9305378,05N-01W-09 ABB 1 Purcell,34.96117778,-97.3524333
9306174,09N.03E.34.231 MESA DEL SOL,34.9662583,-106.6116861
9334373,06N-20W-26 ADC 1 NFRR 03,34.96656389,-99.2762417
9335010,"JO-035 NC-173, NCDENR COMFORT RS SURFICIAL",34.97,-77.5033333
9348825,"SC-080 NC-194 NR MARSTON, NC BLACK CREEK",34.97055556,-79.5283333
9362379,06N-06W-22 DDA 1 W34003,34.97331389,-97.8116083
9363253,YRK-3295 YORK COUNTY AIRPORT BEDROCK,34.97516667,-81.05875
9368436,YRK-3296 YORK COUNTY AIRPORT REGOLITH,34.97519444,-81.0588056
9373620,09N.02E.30.322 SE USGS Well at Valle de Oro,34.97601667,-106.6680833
9374153,09N.02E.28.312 NIESE ROAD1,34.9785083,-106.7415778
9388089,03PP02,34.98007539,-85.2935678
9388690,09N.02E.25.122N PEDES-T2,34.98309167,-106.6849778
9389634,09N.02E.25.122K PEDWS-T2,34.9830583,-106.6851472
9390578,09N.02E.25.122H PEBS-T2,34.9831472,-106.6860083
9393506,09N.02E.25.122F PERS-T2,34.98321944,-106.6866056
9399404,09N.02E.25.112C PWRS-T2,34.9837222,-106.6882222
9401368,09N.02E.25.112K PWBS-T2,34.9841861,-106.6887972
9404314,09N.02E.25.122M PEDES,34.98451667,-106.6847944
9405258,09N.02E.25.122L PEDWS,34.9844472,-106.6850139
9406202,09N.02E.25.122C PEBS,34.9844583,-106.6857111
9409025,09N.02E.25.122A PERS,34.98450556,-106.6861417
9410977,09N.02E.25.112H PWDES-T2,34.98441389,-106.6905889
9411960,09N.02E.25.112A PWRS,34.98477778,-106.6874444
9413924,09N.02E.25.112F PWBS,34.98496944,-106.6889583
9416870,09N.02E.30.222 NE USGS well at Valle de Oro,34.98536667,-106.6664
9417392,06N-22E-18 DCC 1        Red Oak GW Well,34.9856539,-95.0252374
9420908,09N.02E.25.112I PWDES,34.98542778,-106.6904083
9421891,09N.02E.25.112J PWDWS,34.9855111,-106.6905917
9422874,Sh:J-001,35.00120445,-90.0962039
9435146,A-19-16 36DDB [Winslow I-40 Well],35.0005776,-110.599298
9441814,LI:G-001,35.0095298,-86.7077763
9459788,09N.03E.10.334 MONTESSA SITE,35.0158611,-106.6173167
9465887,09N.03E.10.334A MONTESSA SITE,35.01588889,-106.6172778
9484885,09N.02E.12.433 RIO BRAVO PARK 1,35.01659444,-106.6827472
9503575,Sh:J-140,35.02342645,-90.122871
9511040,09N.03E.07.213A RBES,35.0268583,-106.664375
9516730,09N.02E.12.223B RBWD,35.0268972,-106.6767472
9519570,09N.03E.07.114A RIO BRAVO 5 SHALLOW,35.0277861,-106.6710361
9522414,09N.03E.07.114D RBEBM,35.02792778,-106.6709278
9527564,09N.03E.07.113A RBERD,35.0279333,-106.6716417
9534940,09N.03E.07.123A RBEDWS,35.0277833,-106.6691472
9537785,09N.03E.07.123B RBEDWD,35.0277861,-106.66915
9540630,09N.03E.07.113B RBWDES,35.028,-106.6743917
9546448,T9N.R3E.7.113E rbwdws,35.02798889,-106.6745
9546848,09N.03E.07.113H RBWRS,35.02800556,-106.6735139
9551297,09N.03E.07.113D RBWBM,35.02800556,-106.6738222
9559377,T09N.R03E.07.121A RBEDWS-T2,35.0291111,-106.6689556
9563111,T9N.R3E.7.121C rbedes-t2,35.0291111,-106.6688972
9564174,09N.03E.07.113A RBEBS-T2,35.02915,-106.6709194
9571411,09N.03E.07.113A RBERS-T2,35.02916667,-106.6717111
9576279,09N.03E.07.113H RBWBS-T2,35.02935,-106.6738083
9583168,09N.03E.07.113K RBWRS-T2,35.02933889,-106.6734806
9587719,T9N.R3E.7.111C rbwdws-t2,35.02935556,-106.6743944
9588812,T09N.R03E.07.111A RBWDES-T2,35.02935,-106.6743111
9591025,T09N.R03E.07.111B RBWDEM-T2,35.02935556,-106.6743111
9593238,YK- 147,35.0270894,-81.0328545
9604320,07N-11W-34 CCB 1 FSA01,35.03131667,-98.3562611
9604718,Sh:L-039,35.03509199,-89.8525872
9609463,B-19-04 10CCB2 [WMW 3],35.04221008,-112.6809555
9614278,Hm:G-036,35.04312967,-85.303291
9620668,07N-16E-25 CDC 1        Blocker GW Well,35.0470417,-95.5699837
9624184,10N.02E.32.433 WESTGATE HEIGHTS PARK 1,35.04566667,-106.7508056
9650456,10N.03E.32.314 SAN JOSE NO. 9,35.04902778,-106.6533056
9665063,10N.03E.S36.1433A SHALLOW VA SENTINEL WELL,35.051075,-106.5817111
9666548,T10N.R02E.36.321A PROJECTED ARMIJO WELL 1,35.0506333,-106.6839472
9680620,05N08E11CCA2,35.0624111,-90.216725
9690994,10N.03E.30.421F bwdws-t2,35.0653833,-106.6619556
9691639,10N.4E.30 KAFB 106201,35.065025,-106.5636389
9691665,T10N.R03E.30.421A BWDES-T2,35.0654,-106.6618722
9695800,10N.03E.30.232A BWS,35.06584444,-106.6642389
9699418,T10N.R03E.30.422A BWRS-T2,35.06564444,-106.6600028
9703554,10N.03E.30.421C BWBS-T2,35.0655611,-106.6608306
9709758,10N.03E.30.422C BERS-T2,35.065975,-106.6579417
9713488,08N.02E.01.243A I-25 ES,34.9513611,-106.6754306
9720229,T10N.R3E.29.311F bedes-t2,35.0661333,-106.6561694
9721292,10N.03E.29.311A BEDWS-T2,35.0661222,-106.6562861
9724825,10N.03E.29.311C BEBS-T2,35.0660833,-106.657175
9730622,10N.05E.29.11431 DEAD MANS CURVE,35.0662333,-106.4310833
9741396,10N.04E.30.144A  SOUTHERN SENTINEL WELL 1A,35.0664722,-106.560875
9742487,10N.04E.30.144B SOUTHERN SENTINEL WELL 1B,35.0665111,-106.5608361
9744724,10N.04E.30.144E SOUTHERN PUMPING WELL 1E,35.06649167,-106.5610056
9745303,10N.04E.30.144F  SOUTHERN OBSERVATION WELL 1F,35.06635556,-106.5610167
9752714,10N.04E.30.134A CESAR CHAVEZ SENTINEL WELL 1A,35.0665111,-106.5643972
9753860,10N.04E.30.134B CESAR CHAVEZ SENTINEL WELL 1B,35.0664611,-106.5644083
9756260,10N.04E.30.134E CESAR CHAVEZ PUMPING WELL-1E,35.06653889,-106.5644861
9756862,10N.04E.30.134F CESAR CHAVEZ SHALLOW OBS-1F,35.06649167,-106.5645694
9760109,10N.03E.30.232F BWBS,35.06655,-106.66105
9766990,10N.03E.30.232D BWDES,35.0663972,-106.6621417
9771523,10N.03E.30.232K bwdws-t1,35.0663861,-106.6622333
9772168,10N.03E.30.232I BWRS,35.06669444,-106.6600889
9776701,10N.03E.30.244C BEBS,35.06730278,-106.6575083
9783597,10N.03E.30.244A BERS,35.06721944,-106.6580611
9788138,10N.03E.30.244F BEDWS,35.06739167,-106.6566056
9792673,B-19-04 05ABA1,35.0674871,-112.7056504
9794477,10N.4E.30 KAFB 106208,35.0679111,-106.5654222
9794503,Sh:M-040,35.06842476,-89.74563989
9807234,10N.04E.30.1243A TRUMBULL-NEST-1A,35.0690972,-106.5657528
9814227,10N.20E.28.2241 SR-1,35.07055556,-104.8141667
9829245,B-20-04 33CBD2 [WMW 2],35.07405556,-112.6971667
9832843,Sh:J-126,35.07592455,-90.0309245
9841338,Sh:L-089,35.085091,-89.8086969
9853798,Sh:K-075,35.08731306,-89.9264775
9860464,07N-08W-13 ADA 1 W34002,35.08736667,-97.9923139
9861395,T10N.R02E.13.433a (projected) cwdes-t2,35.08770278,-106.6833361
9862381,T10N.R02E.13.344d (projected) cwdws-t2,35.0876611,-106.6833417
9863367,T10N.R02E.13.433b (projected) cwbs-t2,35.0884361,-106.6827167
9866322,T10N.R02E.13.344a (projected) cwdws-t1,35.0886833,-106.685325
9867308,T10N.R02E.13.344c (projected) cwdes-t1,35.08875278,-106.6852389
9868294,T10N.R02E.13.431d (projected) cwrs-t2,35.0892611,-106.682075
9869829,T10N.R02E.13.342a (projected) cwbs-t1,35.0894472,-106.6847417
9872784,T10N.R02E.13.431a (projected) cwrs-t1,35.0899972,-106.6844111
9874754,T10N.R02E.13.414d (projected) cers-t2,35.09027778,-106.6811389
9876740,T10N.R02E.13.414f (projected) cebs-t2,35.09086667,-106.68065
9879719,T10N.R02E.13.413a (projected) cers-t1,35.09134167,-106.6834972
9881705,T10N.R02E.13.414i (projected) cedws-t2,35.09160278,-106.6800833
9882404,T10N.R02E.13.414j (projected) cedes-t2,35.09166944,-106.6799944
9883397,T10N.R02E.13.413c (projected) cebs-t1,35.09193056,-106.6828361
9886376,Sh:J-208,35.0923129,-90.0059239
9887036,10N.03E.14.324 DEL SOL DIVIDER 1,35.0930222,-106.5970278
9910990,T10N.R02E.13.414a (projected) cedws-t1,35.0926833,-106.6820278
9911983,T10N.R02E.13.414c (projected) cedes-t1,35.09279167,-106.6819639
9912976,10N.04E.18.133A JERRY CLINE,35.0953111,-106.5660806
9935257,Sh:J-207,35.0964795,-90.0067572
9936574,B-20-04 19CBA [Big Chino],35.10445827,-112.7329563
9941733,GRV- 712,35.10622815,-82.626515
