station_nm,dec_lat_va,dec_long_va,depth_2013,depth_2023,depth_change
125N52W23CCCC R (SISSETON GW WELL CO-93-19),45.5875,-97.1438889,4.100760869565217,5.187692307692307,1.08693143812709
12F036,30.8766046,-84.214359,144.1113424657534,140.978986013986,-3.132356451767407
12JJ04,34.3575949,-84.1426925,26.4765625,28.458383561643835,1.981821061643835
12K014,31.43825,-84.1850278,41.91415977961432,43.95331506849315,2.039155288878824
12K180,31.4963611,-84.1561111,22.8927397260274,24.427972602739725,1.5352328767123247
12L019,31.5935292,-84.1749128,59.21342465753425,68.41209366391185,9.1986690063776
12L020,31.59325145,-84.1749128,115.58698113207548,146.16341597796142,30.57643484588594
12L021,31.59380699,-84.174635,107.67865013774104,132.5881896551724,24.90953951743137
12L277,31.5116111,-84.2091944,28.489178082191778,30.833205479452054,2.3440273972602768
12L373,31.50013889,-84.1674167,35.75786301369863,37.3286685552408,1.5708055415421711
12M001,31.63656135,-84.2135205,102.37936986301372,115.40404411764706,13.02467425463334
12M017,31.63575029,-84.1599123,29.452142857142857,32.26884931506849,2.816706457925637
12N 21W 12 BAAA1  EDDYVILLE,41.03175556,-99.6634583,47.72101369863013,46.09165745856354,-1.629356240066592
12N 25W25CBBB1-Site6-75,40.98185278,-100.1273889,61.32879452054794,64.63443835616438,3.3056438356164435
12N.02E.24.144 LINCOLN MIDDLE SCHOOL,35.25423056,-106.6851389,509.0973150684931,507.42506849315066,-1.6722465753424558
12N.02E.24.144A LINCOLN MIDDLE SCHOOL,35.25423056,-106.6851389,509.1091986062718,507.0555342465753,-2.0536643596964836
12N.02E.24.144B LINCOLN MIDDLE SCHOOL,35.25423056,-106.6851389,502.3423287671233,501.506191780822,-0.8361369863013124
12N.04E.29.433 SANDIA SITE,35.2325504,-106.5422482,488.5628374655647,479.46482191780825,-9.09801554775646
12N.04E.29.433A SANDIA SITE,35.2325504,-106.5422482,488.2699449035812,479.3395616438356,-8.930383259745554
13-068-21abc02 BRO-2,41.08544444,-105.0105556,54.041126373626376,39.04667590027701,-14.994450473349367
13-068-21abc03 BRO-1a,41.08538889,-105.0105,95.37060606060604,80.33215625,-15.03844981060604
133O2058  SUNFLOWER (Sunflower),33.5475,-90.5438889,24.450480480480483,26.957396121883654,2.5069156414031717
134-052-06CCD2 (Mc Leod Well),46.44155556,-97.2746667,5.0352209944751385,6.9806944444444445,1.945473449969306
138-077-22AAD (McKenzie Well),46.7625722,-100.3739972,7.646759002770083,7.397859154929577,-0.248899847840506
139  N21 E50 23AABD1    USGS-MX,39.67718056,-116.3113,37.14454794520548,39.10521978021978,1.9606718350142955
13J004,31.3582351,-84.1157379,55.03553424657535,53.3686301369863,-1.6669041095890549
13L002,31.5976957,-84.1065774,119.9866,136.92312252964427,16.93652252964428
13L015,31.6060288,-84.0690763,94.60964412811389,90.1374794520548,-4.47216467605908
13L049,31.5893626,-84.0860213,34.58430136986301,35.46829581993569,0.8839944500726773
13L180,31.5465649,-84.0137936,57.54282967032968,57.861181318681325,0.3183516483516442
13M005,31.7251922,-84.0140746,14.85717808219178,18.81295890410959,3.955780821917809
13M006,31.7251922,-84.0140746,8.929123287671233,11.383753424657533,2.4546301369862995
13M007,31.7251922,-84.0140746,6.932082191780822,8.336986301369864,1.404904109589042
13N 8W11DDDD1 Archer,41.1043833,-98.1929639,13.04049315068493,13.965890410958904,0.9253972602739733
13N.04E.31.343 BERNALILLO SITE,35.3054972,-106.559925,53.31204334365325,57.3632602739726,4.051216930319349
140-095-08AAA (Stark Co Well),46.9614583,-102.6855861,15.981658031088084,17.25167123287671,1.2700132017886254
14N  8E24ACD 2  MEAD,41.1698,-96.4696444,42.565616438356166,42.034602739726026,-0.5310136986301401
14N 6W26AAAA1 Central City,41.16177778,-97.9638778,8.345223463687152,9.41309589041096,1.0678724267238078
14N02E27AAA1 near Cash,35.82102778,-90.8568056,86.71778082191781,84.89019178082192,-1.8275890410958908
14P014,31.95878374,-83.9062866,55.23156164383562,50.3681095890411,-4.8634520547945215
14P015,31.95878374,-83.9062866,18.61139726027397,24.36701369863013,5.75561643835616
14S/09E-08ABA,44.37833889,-121.6831278,291.2871780821918,301.8226648351648,10.535486752972986
150728-- Swedesboro Rd 4 Obs,39.80233544,-75.2896307,7.228301369863013,7.583973941368079,0.3556725715050657
150742-- Mantua Deep Obs,39.78122488,-75.1674007,103.6787397260274,103.99871232876713,0.3199726027397247
152-054-31BBB (Larimore Well),47.9467333,-97.6226917,23.93268493150685,22.909337016574582,-1.0233479149322662
153N0151  WAYNE,31.68527778,-88.6575,24.91882736156352,20.21838356164384,-4.700443799919679
156-071-04BBA (Pleasant Lake Well),48.37039167,-99.7996806,6.935643835616439,9.585757575757576,2.650113740141137
158-100-08DAA2 (Williams Co Well),48.52483889,-103.6259222,25.723232876712327,26.00870786516854,0.2854749884562118
15G 19 SOW 222,37.3114972,-81.9780833,18.4453698630137,19.82441095890411,1.3790410958904111
15L020,31.5296418,-83.8210135,217.94958904109592,221.0294794520548,3.079890410958882
15N  1W 9BBBB1 SHELBY,41.29376389,-97.4452167,20.75332361516035,19.177671232876712,-1.5756523822836392
"15N 11E 32BBCB 01 HURON CO (GRANT TWP, H2R WELL)",43.6830724,-83.2177278,33.60778082191781,33.59443835616438,-0.013342465753424904
15N.08E.1.123A  JAIL WELL DEEP PIEZO.,35.5633333,-106.0475,69.51901369863013,69.74072368421052,0.22170998558038946
15N.16E.16.1444 ROMEROVILLE,35.52693889,-105.2467,55.81485,40.67054263565891,-15.144307364341088
15Q016,32.03,-83.8522222,57.87126721763086,60.293068493150685,2.421801275519826
160  S13 E54 31D   1    WW- 5A,36.7764267,-115.9589495,705.7682222222222,702.2454337899543,-3.52278843226793
16MM03,34.7206503,-83.7254559,3.980112676056338,5.224453781512604,1.2443411054562663
16S16W02ABC1 Smackover,33.36830278,-92.7246111,151.80876712328765,127.52013698630137,-24.288630136986285
172  N03 E59 10BD  1    USGS-MX (Coal Valley Well),38.1374509,-115.3397482,795.2028493150684,795.8928296703297,0.6899803552612411
179  N12 E63 12AB  1    USGS - S Steptoe MX Well,38.9202222,-114.84225,426.9036164383562,431.945,5.041383561643784
179  N20 E64 32CDAA2    USGS,39.5527147,-114.7980753,9.824575342465751,13.019972602739726,3.1953972602739746
17N.05E.24.344 DOME ROAD WELL,35.68143055,-106.3666908,595.6216384180791,596.595205479452,0.9735670613729326
17N.09E.35.1314A  SANTA FE 1  DEEP PIEZO.,35.66254398,-105.9630679,148.08785714285716,169.47827397260275,21.39041682974559
17N.09E.35.1314B  SANTA FE 1  MIDDLE PIEZO.,35.66254398,-105.9630679,224.33615384615385,215.26512328767123,-9.071030558482619
17N.09E.35.1314C  SANTA FE 1  SHALLOW PIEZO.,35.66254398,-105.9630679,300.37997252747255,251.91372602739725,-48.4662465000753
17S.05W.13.22 H-4,32.834425,-107.3033333,16.469694915254237,15.664849315068494,-0.8048456001857431
17S14W22BAB1 Union School,33.23176944,-92.5400472,275.5405205479452,237.66816666666665,-37.87235388127857
17S15W18DBB1 Monsanto,33.24415556,-92.6914472,281.77890410958906,228.5688767123288,-53.21002739726026
17S15W28DBA1 Eld 8,33.2128,-92.6527167,322.4758082191781,272.92342465753427,-49.55238356164381
17S17W25DBA2 Airport,33.21569454,-92.8104471,316.0089863013699,275.27953424657534,-40.729452054794535
17S21W11DCC2 Magnolia,33.26904167,-93.2468361,268.70520547945205,264.1363711911357,-4.568834288316339
181  N03 E63 27CAA 1    USGS-MX (N. Dry Lake),38.0919722,-114.9048889,844.541388888889,843.9747252747252,-0.5666636141637582
181  S03 E64 12AC  1    USGS-MX(S. Dry Lake Well),37.7041303,-114.7594485,393.5904657534246,393.6066574585635,0.01619170513890822
182  S06 E63 12AD  1    USGS-MX (Delamar Well),37.4441298,-114.8700068,863.0369863013699,862.8292328767122,-0.20775342465765334
18H016,31.13715228,-83.4340582,181.2253698630137,181.6297808219178,0.4044109589040943
18K049,31.4535188,-83.49238558,138.63602446483182,140.38684931506847,1.7508248502366541
18K056,31.45310278,-83.49183889,121.62551612903223,124.92076712328767,3.29525099425544
18N 31W16DDDB2 Tryon2,41.52506667,-100.8883667,104.18964383561644,100.06580821917808,-4.123835616438356
18S08W28DDD2 near Crosse,33.10688889,-91.9245722,84.96983561643836,83.8586301369863,-1.1112054794520532
18S17W22BDD1 McKinnon,33.14886389,-92.8490222,322.70104109589045,291.6174725274725,-31.083568568417945
18T001,32.3793221,-83.4835102,65.1535922330097,66.27649315068493,1.1229009176752243
18U001,32.5507037,-83.4426761,168.92218130311613,168.44504109589042,-0.47714020722571604
190251-- Corsalo Rd 1 Obs,40.36427285,-74.8809986,1.4624931506849317,2.4657692307692307,1.003276080084299
19E009,30.8310496,-83.2826652,125.39032967032968,124.9178904109589,-0.47243925937077336
19N.07E.36.3113 SF-2B,35.83335929,-106.1583583,93.69469314079424,11.0428078817734,-82.65188525902084
19N.07E.36.3113 SF-2C,35.83335929,-106.1583583,92.29857575757576,11.200191082802547,-81.09838467477321
19N.09E.28.121 CUYAMUNGUE DEEP PIEZOMETER,35.85555556,-105.9941667,81.62906849315068,18.88898734177215,-62.74008115137853
19N.09E.28.121A CUYAMUNGUE SHALLOW PIEZOMETER,35.85555556,-105.9941667,87.39868493150685,18.71317808219178,-68.68550684931506
19N8E-13.1a1 (LEE-92F CRN),41.62877778,-89.5169722,7.0295543175487465,5.400767123287671,-1.6287871942610757
19S.02W.16.3213 H-29,32.6543472,-107.0550972,14.27734328358209,13.635872483221478,-0.6414708003606115
19S.02W.21.443 H-27,32.63456389,-107.0452583,11.34945205479452,10.830928143712576,-0.5185239110819442
19S.04W.01.214 H-13,32.69014167,-107.2029389,14.94917808219178,14.201129032258065,-0.7480490499337158
1N 40W 29BB2 Haigler,40.0286722,-101.8712611,20.77364383561644,18.89792817679558,-1.8757156588208588
1N7E8DBCC2 Jackson Springs,44.05720999,-103.3024059,-23.650657534246573,-34.0535593220339,-10.402901787787325
20GG41,34.03483478,-83.2237633,13.71958904109589,13.245205479452055,-0.474383561643835
210028-- Civil Defense Obs,40.26483028,-74.8362747,16.249287671232874,15.33882191780822,-0.9104657534246545
210364-- Cranston Farms 15 Obs,40.30121878,-74.7234936,29.85780821917808,30.27309589041096,0.4152876712328819
212  S19 E61 19BC  1    CNLV Deer Springs,36.28441149,-115.2047278,104.05255319148937,105.29857534246575,1.246022150976387
212  S19 E61 21DDB 1    CNLV Regional Park 1,36.281079,-115.159449,42.49645251396648,33.21605479452055,-9.28039771944593
212  S19 E61 32CC  1    CNLV Allen & Lone Mountain,36.24857874,-115.1886157,100.05315068493152,103.82895890410958,3.77580821917806
212  S20 E61 13ABDB1    CNLV Diana Terrace,36.2158034,-115.1052794,14.406520547945206,0.5379120879120879,-13.868608460033117
212  S20 E62 05CAAA1    CNLV Wilshire,36.23330368,-115.0700015,61.309230769230766,47.940136986301376,-13.36909378292939
212  S22 E61 04BCB 1 (M Fitz),36.06608374,-115.171942,126.40504950495053,108.91268493150685,-17.49236457344368
219  S13 E65 28BDBA1    USGS CSV-2,36.7807333,-114.7227389,396.03202739726026,396.2224383561644,0.19041095890412407
21BB04,33.4690229,-83.0170949,5.211598837209302,3.844520547945205,-1.3670782892640974
21N-22W-15 CAD Woodward 15,36.29427778,-99.5425556,124.914,124.08145205479452,-0.8325479452054765
21N7E-13.4h4 (CHAM08-09WT),40.2815833,-88.3556111,9.687972602739729,11.090520547945204,1.402547945205475
21S.28E.30.14123 MNY,32.45388889,-104.1288889,90.74657534246576,89.14397260273972,-1.6026027397260378
21T001,32.4518351,-83.0576486,31.60728021978022,30.83830136986301,-0.7689788499172074
21U004,32.50766764,-83.045426,46.27763975155279,48.77827397260274,2.5006342210499497
227A S14 E50 06D   1    JF- 3 Well,36.75773044,-116.3903264,708.900794520548,708.8165753424657,-0.08421917808220769
227B S08 E50 31    3    ER-20- 4 deep,37.19534875,-116.4411617,1521.3117260273973,1521.5342372881355,0.2225112607382016
228  S09 E49 10    4    ER-EC-12 shallow,37.17323687,-116.4928834,1362.0024725274725,1362.5215384615385,0.5190659340660204
228  S10 E48 05    1    ER-EC- 8,37.1027906,-116.6321748,322.1033424657534,322.2524438202247,0.14910135447127004
22N3W-29.8a2 (MTH-17N),40.3226111,-89.4726111,35.31128767123288,35.589340659340664,0.2780529881077811
22N3W-29.8a3 (MTH-17WT CRN),40.3226111,-89.4726111,8.95317808219178,7.442958904109589,-1.510219178082191
22S.04E.15.331 BLM CRN WELL,32.3897222,-106.5302778,70.20939560439561,72.03835616438356,1.828960559987948
230  S16 E51 27BAA 3    Tracer Well 3 (AD-6),36.53700556,-116.228,41.432115384615386,41.44504109589041,0.012925711275023843
230291-- Forsgate 1 Obs,40.35260754,-74.5032087,36.2538904109589,36.87482191780822,0.6209315068493169
230292-- Forsgate 2 Obs,40.35260754,-74.502931,31.690438356164385,32.21356164383562,0.5231232876712326
23N 6W28DC 1 Elgin,41.93003889,-98.0174778,101.67264880952382,99.16698630136986,-2.5056625081539607
23N11W-22.8a1 (Hoopeston CRN),40.43319444,-87.5906944,24.00449315068493,23.904027397260272,-0.10046575342465758
23X027,32.98015426,-82.8020821,246.613489010989,248.3160547945205,1.7025657835314973
24N/36E-16A01,47.5781861,-118.2749083,39.22991428571429,46.33295890410959,7.103044618395302
24V001,32.70266185,-82.7170813,149.52117647058824,153.70249315068494,4.1813166800967
250250-- Village 215 Obs,40.32177635,-74.25764558,39.97339726027398,36.10194520547945,-3.871452054794524
250429-- Allaire State Park C Obs,40.142892,-74.14236318,140.29775342465754,133.95407960199006,-6.343673822667483
250486-- DOE-Sea Girt Obs,40.11983727,-74.03347,64.12958904109588,71.76753424657535,7.637945205479468
25N/45E-16C01,47.66965,-117.1268944,97.2277808219178,98.6726893939394,1.444908572021589
25Q001,32.04046536,-82.5012421,94.41292834890966,99.58284931506849,5.169920966158827
26N 12W26AAA 1 Chambers,42.2046083,-98.6712333,10.024558011049724,8.470554016620499,-1.554003994429225
26R001,32.21739998,-82.4098599,182.8905205479452,185.74512328767125,2.8546027397260616
270000.0,30.82883445,-82.3604055,69.13846575342465,69.56145205479451,0.4229863013698605
271192-- Morris Maint Yd 22 Obs,40.90370996,-74.5921035,20.542438356164386,20.790931506849315,0.24849315068492928
27F  2 SOW 019,37.13679555,-80.4383846,3.277295774647888,3.5953296703296704,0.3180338956817823
27G  1 SOW 232,37.37315,-80.39666389,40.46003076923077,42.13756164383562,1.677530874604848
27G003,31.11855604,-82.2654027,102.73375342465754,103.50690410958904,0.7731506849315082
27N-09W-19 AAD 1 GSP Refuge GW WELL 2,36.8085861,-98.200675,8.28554347826087,6.932689655172414,-1.3528538230884557
27N-09W-24 AAC 1 GSP Refuge GW WELL 1,36.8057972,-98.2470833,4.217922077922077,4.626103448275862,0.4081813703537849
28.00S/10.00E-27DBD01,43.11333056,-121.5154389,386.3799726027397,397.3193639575972,10.939391354857491
28N  3W33BA  1  OSMOND,42.36521667,-97.6716444,36.14961643835617,36.81991780821918,0.6703013698630116
28X001,32.87577778,-82.2208333,81.1307614213198,88.3674794520548,7.236718030734991
290019-- Island Beach 3 Obs,39.80817526,-74.0926354,13.17454794520548,14.64729106628242,1.47274312107694
290140-- Colliers Mills 3 Obs,40.07066978,-74.450151,24.44523287671233,25.767205479452056,1.3219726027397272
290585-- DOE-Forked River Obs,39.841,-74.1784722,2.095123287671233,2.520438356164384,0.42531506849315104
291433-- Stafford MW5 Obs,39.72675,-74.2694722,19.092767123287672,21.74095890410959,2.648191780821918
29AA09,33.35855556,-82.02613889,70.7422965116279,67.84583561643835,-2.8964608951895485
29AA42,33.32955556,-82.0492778,219.1783286908078,215.5759726027397,-3.602356088068092
29BB67,33.42453056,-82.0095806,6.229095890410958,5.608958904109589,-0.620136986301369
29N  3E23CCCC1  LAUREL (CNBRLUSCR1  CE-17),42.46748056,-97.0547611,3.580301369863013,2.975260273972603,-0.6050410958904102
29N 22W14CCBB3 Ainsworth,42.48043056,-99.8712889,8.392191780821918,7.617780821917807,-0.7744109589041104
29N-23E-17 BCA 1 (SLIM JIM WELL),36.995,-94.845,29.474212034383957,29.50908783783784,0.034875803453882526
30.00S/07.00E-06AAA01,43.00800278,-121.9237389,198.07079452054796,202.60923287671235,4.5384383561643915
30AA04,33.25713889,-81.9625,132.66846153846154,131.05504373177843,-1.6134178066831169
30AA37,33.37255556,-81.9795278,40.35700549450549,37.424065934065936,-2.932939560439557
30AA38,33.37252778,-81.9795278,36.97513736263736,33.9853021978022,-2.9898351648351635
30L003,31.61715799,-81.9092815,85.94424657534248,87.57530821917808,1.6310616438356078
30N 10W 32DAA O'Neill,42.53078889,-98.5014306,50.99690607734807,47.30770833333334,-3.6891977440147343
31G  1 SOW 008,37.28152597,-79.92226,18.72454794520548,18.85131506849315,0.1267671232876708
31N 14W 27DDD Atkinson,42.62391944,-98.9340528,38.96580281690141,35.366191780821914,-3.5996110360794944
31U008,32.52322514,-81.85428058,89.21767716535433,89.67386301369862,0.45618584834429043
31U009,32.52322514,-81.85428058,85.74101369863014,85.34523287671233,-0.3957808219178105
32L015,31.54799668,-81.7265014,59.14345205479452,60.39087671232876,1.2474246575342391
32L016,31.54799668,-81.7265014,57.40139726027397,55.897178082191786,-1.504219178082181
32L017,31.54799668,-81.7265014,43.25128767123287,41.79283828382838,-1.4584493874044924
32N  2 SOW 217,38.0478583,-79.7910167,7.655726027397261,7.789013698630137,0.13328767123287566
32Y030,33.096819,-81.6528889,-86.23262411347517,-85.5068524590164,0.725771654458768
32Y031,33.09709679,-81.6528889,-67.39036842105263,-66.93545833333333,0.4549100877192984
32Y033,33.096819,-81.6528889,-25.155362318840577,-23.170035335689047,1.9853269831515306
330251-- Salem 1 Obs,39.5636962,-75.46467008,33.446301369863015,34.66958791208791,1.2232865422248977
330342-- Penns Grove 24,39.71058586,-75.45669539,10.188767123287672,10.982739726027395,0.7939726027397231
33D069,30.7205696,-81.5497629,-20.126022099447518,-21.324175824175825,-1.1981537247283072
33D071,30.73523613,-81.5512076,-8.279505494505495,-9.629153605015674,-1.349648110510179
33D072,30.73523613,-81.5512076,2.5571779141104294,3.763561643835617,1.2063837297251876
33D073,30.735,-81.55138889,-24.579478021978023,-24.37298630136986,0.20649172060816312
33D074,30.735,-81.55138889,-34.60620879120879,-34.643360881542705,-0.03715209033391176
33G  1 SOW 224,37.37344444,-79.70996389,9.114986301369862,9.722739726027395,0.6077534246575329
33G  2 SOW 225,37.36383889,-79.7063583,44.78043835616438,36.00586206896552,-8.774576287198862
33H127,31.1687301,-81.50440678,-7.142796052631579,-4.0842857142857145,3.0585103383458643
33H133,31.1687912,-81.50440678,-2.3937260273972605,-2.2076353276353275,0.18609069976193293
33H206,31.15717459,-81.5226016,-10.143463687150838,-9.612861952861952,0.5306017342888865
33H207,31.15717459,-81.5226016,-4.808731707317073,-5.685823529411765,-0.8770918220946919
33H324,31.17277778,-81.5127778,4.291243243243243,5.807123287671232,1.5158800444279894
33H325,31.17277778,-81.5127778,14.318512396694215,40.31002739726027,25.991515000566054
33J062,31.2585606,-81.6106615,-12.16753424657534,-11.522582582582585,0.6449516639927548
33J065,31.2585606,-81.6106615,0.3029951690821256,-1.4052602739726026,-1.708255443054728
33M004,31.64854994,-81.6009436,55.10827397260274,55.9321095890411,0.8238356164383589
33R045,32.13186697,-81.6117788,63.85745205479452,63.44221917808219,-0.4152328767123308
34G033,31.0731111,-81.4141944,-20.798372093023257,-21.092424242424244,-0.29405214940098645
34H371,31.1385919,-81.4933781,-8.976272189349112,-8.800924657534246,0.1753475318148663
34H391,31.13959186,-81.49476709,-10.034790874524717,-8.093068493150684,1.9417223813740332
34H436,31.15053627,-81.4785167,-13.369475138121548,-12.795465465465467,0.5740096726560804
34H437,31.15050849,-81.4787111,-0.8947397260273973,0.8140637450199204,1.7088034710473177
34H495,31.14305556,-81.4958333,-19.79528767123288,-27.90515669515669,-8.10986902392381
34H500,31.14305556,-81.4958333,-17.012465753424657,-16.694895104895103,0.3175706485295535
34H514,31.1586111,-81.4861111,-0.8807671232876713,-1.170821917808219,-0.29005479452054783
34H515,31.1506111,-81.4784444,2.75533527696793,2.887765567765568,0.1324302907976378
34H552,31.17452778,-81.4832778,1.4523039215686273,4.782437673130194,3.3301337515615668
34J077,31.28661664,-81.4748242,20.117205479452053,19.561890410958902,-0.5553150684931509
34J082,31.31939346,-81.4695466,7.310521978021979,5.528246575342465,-1.7822754026795131
34K104,31.4130018,-81.4531583,28.344194444444444,27.881808219178083,-0.46238622526636064
34N089,31.87076688,-81.39788719,25.236520547945204,25.122904109589044,-0.11361643835616064
34S008,32.29519648,-81.3967778,26.05552112676056,23.888383561643835,-2.1671375651167253
34S011,32.29519648,-81.3967778,72.3101098901099,71.51241095890411,-0.7976989312057867
35.00S/10.00E-29ACC01,42.5095833,-121.5549444,22.9347397260274,25.877252747252747,2.9425130212253485
35H 3 SOW 226A,37.4285722,-79.49836389,15.365561643835616,14.239369863013698,-1.1261917808219177
35H 4 SOW 226B,37.4285722,-79.49836389,8.231945205479452,9.069424657534247,0.8374794520547955
35H068,31.24883333,-81.3514167,2.8182,3.6627409638554216,0.8445409638554215
35H070,31.24838889,-81.3514722,8.177058823529412,8.478657534246576,0.3015987107171636
35K  1 SOW 063,37.6329126,-79.4542027,23.32139726027397,23.062,-0.2593972602739676
35M013,31.63994184,-81.2614883,23.76145205479452,22.56413698630137,-1.1973150684931504
35N44W17DBCA (OST Shallow North well),43.0074859,-102.5221056,42.575808219178086,44.17845730027548,1.6026490810973968
35N44W17DBCA6OST Deep South,43.0074859,-102.5221056,45.67898630136987,55.23353424657535,9.554547945205485
35P094,31.99740434,-81.26982669,4.92007326007326,5.340112044817928,0.4200387847446674
35P110,31.91194444,-81.31638889,27.17186301369863,26.72425,-0.4476130136986285
35P125,31.912,-81.3162778,26.82398351648352,26.374876712328767,-0.4491068041547521
35S008,32.3286111,-81.25388889,49.377808219178085,44.7878904109589,-4.589917808219184
35T003,32.3768572,-81.3192763,41.36205479452055,32.37945205479452,-8.982602739726033
36N012,31.8536111,-81.20388889,39.19364383561644,37.84024657534247,-1.3533972602739723
36N28W33BDDB (RST well R-19 near Olsonville SD),43.05388889,-100.6222222,47.330357142857146,45.952246575342464,-1.3781105675146819
"36N29W29ABDD RST GW WELL R-7 NR ST.FRANCIS, SD",43.0708333,-100.7541667,20.395178571428573,19.817977528089887,-0.577201043338686
36Q008,32.09187268,-81.14705669,77.4262100456621,68.66051194539249,-8.765698100269617
36Q020,32.00604155,-81.2131674,44.06081699346405,41.96270096463022,-2.0981160288338288
"37N29W 8AADA2 RST GW WELL R-26 NR ROSEBUD, SD",43.19944444,-100.7694444,85.6084109589041,85.89792243767313,0.28951147876902894
37P114,31.9852145,-81.0198337,44.01802469135802,39.42564383561644,-4.592380855741581
37P116,31.9852145,-81.0198337,8.516944444444444,8.065561643835617,-0.45138280060882785
37Q016,32.0760416,-81.0740008,62.92295890410959,54.20516891891892,-8.71778998519067
37Q186,32.1063171,-81.110112,58.96914798206279,52.21043835616439,-6.758709625898405
38P  1 SOW 070,38.13040997,-79.06836218,20.644462809917357,21.024849315068494,0.3803865051511366
38Q002,32.0341019,-80.9031665,29.307424657534245,26.42763888888889,-2.8797857686453554
38Q208,32.0341019,-80.9031665,5.966752873563218,5.445698630136986,-0.5210542434262315
38Q209,32.0341019,-80.9031665,8.555726027397261,7.637023411371237,-0.9187026160260245
39N 03W 29CBCB02 CHEBOYGAN CO (STIMPSON ROAD S),45.7408452,-84.7111595,3.3321917808219177,3.834328767123288,0.5021369863013705
39Q003,32.02299175,-80.8503882,26.79709589041096,24.43068493150685,-2.366410958904112
39Q026,32.02438054,-80.853166,11.51945054945055,11.175647058823529,-0.3438034906270211
39Q027,32.02438054,-80.8534438,31.7492523364486,30.533342465753424,-1.2159098706951745
39Q029,32.02438054,-80.853166,9.422445054945054,9.095397260273971,-0.327047794671083
40.00S/09.00E-28ADB01,42.0630833,-121.7611389,48.61531506849315,51.99095890410959,3.3756438356164367
40.00S/11.00E-28DDD01,42.0548333,-121.523861,294.8290136986301,311.3263561643835,16.497342465753434
40G  3 SOW 229,37.34813056,-78.82715,1.7405479452054793,1.2791506849315069,-0.46139726027397243
40U  3 SOW 218,38.80581944,-78.78963889,13.449698630136988,13.689205479452056,0.2395068493150685
41H  3,37.43570094,-78.6791751,27.15545961002785,26.554242424242425,-0.6012171857854263
41Q  1,38.3640159,-78.7108547,73.92330578512397,77.94309589041096,4.019790105286987
42-116-14acc01 JH-1,43.6040424,-110.7339749,43.36693150684932,43.804931506849314,0.4379999999999953
42-116-14cbc01  JH-3,43.60073657,-110.7437391,52.46186301369863,57.31716049382715,4.85529748012852
43N5E-27.4h1 (14-RIL-S),42.1823333,-88.6354722,8.682356164383561,8.080602739726027,-0.6017534246575345
43N6E-01.3b1 (15-COR-S),42.22805556,-88.4769444,9.895150684931506,9.648383561643834,-0.2467671232876718
43N6E-01.3b3 (15-COR-D),42.22805556,-88.4769444,9.882520547945203,9.6466301369863,-0.23589041095890373
43N6E-07.1g (MARS-09-01),42.22251667,-88.5697694,75.16983561643836,72.72816438356163,-2.441671232876729
43N7E-19.8d (HUNT-09-03),42.1888722,-88.4717056,28.14454794520548,26.912520547945206,-1.2320273972602749
43N7E-23.1d1 (16-GRF-I),42.18944444,-88.3741667,20.340219178082197,20.353726027397254,0.013506849315056968
43N7E-23.1d2 (16-GRF-D),42.18944444,-88.3741667,22.41613698630137,22.33945205479452,-0.07668493150685052
43N8E-20.6h1 (17-ALG-S),42.1958333,-88.33,1.0028493150684932,0.5440166204986149,-0.4588326945698783
43N8E-20.6h2 (17-ALG-D),42.1958333,-88.33,98.6684383561644,90.79139726027395,-7.877041095890448
44J  1 SOW 227,37.52943056,-78.2700611,34.68961538461539,34.0364010989011,-0.6532142857142844
44N5E-23.5g (MARN-09-02),42.28137778,-88.6192472,19.64621917808219,18.95013698630137,-0.6960821917808211
44N5E-23.5g2 (MARN-10-03),42.28137778,-88.6192472,29.595369863013698,28.004657534246576,-1.5907123287671219
44N5E-30.8c1 (10-MAR-S) (McHenry Co CRN),42.25902778,-88.7053611,5.376301369863014,5.127753424657534,-0.24854794520547951
44N6E-22.4c1 (11-SEN-I),42.274,-88.52063889,4.341232876712328,4.514575342465753,0.17334246575342505
44N7E-17.8h1 (WOOD-08-01),42.29641944,-88.4519417,80.23760445682451,79.95920547945205,-0.27839897737246133
44N8E-11.3d1 (13-NUN-I),42.30555556,-88.2625,47.98279452054795,47.69126027397261,-0.29153424657533833
44N9E-05.7d1 (WAUC-08-13),42.3206472,-88.2147583,22.125698630136988,22.127369863013698,0.0016712328767098938
44N9E-25.1d (WAUC-02-12),42.26316667,-88.23975,99.8815479876161,99.43024657534248,-0.4513014122736223
45F  3 SOW 219,37.18939444,-78.1955583,17.611408839779006,17.124044943820223,-0.48736389595878293
45N5E-12.5h (HARV-09-01),42.39954444,-88.6006194,33.30852054794521,33.56380821917808,0.2552876712328711
45N6E-23.7d1 (7-HRT-S),42.3617222,-88.50875,38.5834794520548,36.725013698630136,-1.8584657534246674
45N6E-23.7d2 (7-HRT-I),42.3617222,-88.50875,38.8375,36.98307692307692,-1.8544230769230765
45N6E-23.7d3 (7-HRT-D),42.3617222,-88.50875,40.13502747252747,38.0131043956044,-2.1219230769230677
45N6E-29.1h (MARN-09-01),42.3555611,-88.5523667,34.097150684931506,33.59821917808219,-0.498931506849317
45N7E-08.5a (HEBR-08-02),42.38546389,-88.4449083,11.527260273972605,11.48509589041096,-0.042164383561644314
45N7E-11.5a1 (8-GRN-I),42.38555556,-88.3861111,6.73613698630137,7.253479452054794,0.5173424657534245
